CUST_ID,GENDER,BALANCE,PURCHASES,BALANCE_FREQUENCY,CASH_ADVANCE,CASH_ADVANCE_TRX,PURCHASES_FREQUENCY,PURCHASES_TRX,ONEOFF_PURCHASES_FREQUENCY,CASH_ADVANCE_FREQUENCY,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,TENURE
C15269,,1018.350846,0.0,1.0,716.818927,3.0,0.0,0,0.0,0.090909,3000.0,263.238508,334.618726,11
C11984,,817.793943,478.28,1.0,945.547556,1.0,0.545455,7,0.181818,0.090909,2400.0,635.314875,259.501896,11
C16160,,1776.088454,117.0,1.0,139.117692,2.0,0.333333,4,,0.166667,9000.0,1160.657884,381.46904,12
C16641,,811.638687,0.0,1.0,783.165528,1.0,0.0,0,0.0,0.083333,3000.0,608.913721,276.992932,12
C13605,,43.775427,523.64,1.0,0.0,0.0,1.0,15,,0.0,6500.0,492.097703,172.889643,12
C18886,,251.281423,1873.56,1.0,0.0,0.0,1.0,12,,0.0,1000.0,1599.510802,197.985876,12
C10777,,3121.267822,4139.56,0.888889,3607.406242,3.0,0.333333,8,,0.222222,9000.0,1600.272221,597.159149,9
C11701,F,3272.586986,1146.57,1000.0,0.0,,1.0,20,,0.0,12000.0,1132.705302,762.149727,12
C11268,,238.184435,2068.15,0.75,0.0,0.0,0.875,7,,0.0,4000.0,2143.223171,117.977018,8
C17069,F,68.448626,51.7,0.909091,0.0,0.0,0.25,3000,,,2500.0,145.632497,164.432591,??
C10034,,125.660453,636.79,1.0,0.0,0.0,0.916667,11,,0.0,1200.0,423.449696,196.301885,12
C10515,M,911.893997,1604.8,1.0,1302.014616,2000.0,0.25,11,0.25,0.083333,4500.0,191.366024,307.812023,12
C16037,,50.82451,456.0,1.0,0.0,0.0,1.0,12,0.0,0.0,1000.0,339.113852,165.116059,12
C12151,M,1073.42481,57.0,1.0,0.0,0.0,0.25,3,0.0,0.0,1200.0,295.373115,320.830162,12?ñ
C18052,,2743.766025,150.0,1.0,1562.979881,9.0,0.083333,1,,0.416667,3500.0,623.036521,585.518894,12
C16637,F,68.007411,488.66,1.0,0.0,0.0,1.0,19,0.0,0.0,1500.0,303.387025,143.461021,10
C14173,F,1.816814,21.05,0.090909,0.0,0.0,0.083333,1,,0.0,2900.0,243.137299,112.019269,12
C14504,,42.075054,421.2,1.0,0.0,0.0,1.0,12,,0.0,2000.0,410.786446,177.457989,12
C11908,,78.910866,828.14,0.909091,0.0,0.0,0.416667,9,0.333333,0.0,2600.0,903.603701,519.561892,12
C10408,,201.3504,600.0,1.0,0.0,0.0,0.5,6,0.0,0.0,1000.0,249.066308,184.776562,12
C10146,M,947.13081,197.06,1.0,0.0,0.0,0.333333,5,0.25,0.0,1000.0,492.200419,509.384182,12
C16766,M,-16.821079,121.2,0.363636,0.0,0.0,0.333333,4,,0.0,7000.0,310.4036,275.926987,12
C18362,F,226.306461,0.0,0.363636,788.235661,3.0,0.0,0,,0.166667,1200.0,184.701045,217.492643,12
C14424,F,529.415371,0.0,0.5,1409.048702,4.0,0.0,0,0.0,0.25,1500.0,1417.666972,59.169474,8
C14199,,1163.614769,0.0,1.0,79.975453,3.0,0.0,0,,0.25,1200.0,282.300835,601.62523,12
C13639,F,4379.07132,45.84,1.0,2191.862613,8.0,0.166667,2,0.0,0.333333,5500.0,2005.913978,1371.456622,12
C12976,,258.148852,433.2,1.0,0.0,0.0,1.0,24,0.0,0.0,6000.0,229.824503,162.312596,12
C11258,,3597.728209,1043.0,1.0,836.723952,1.0,0.583333,7,0.0,0.083333,6000.0,1222.771295,913.580145,12
C10613,,4114.723127,1841.62,1.0,??,8.0,1.0,21000,,0.416667,7500.0,7780.322889,950.496396,12
C14250,M,22.151355,134.87,0.333333,0.0,0.0,333.33299999999997,3,0.166667,0.0,3000.0,41.580849,81.595815,
C10442,F,654.574445,0.0,1.0,2819.60583,3.0,0.0,??,0.0,0.083333,8000.0,422.878799,??,12
C17258,,7.297351,0.0,0.3,275.471932,5.0,0.0,0,,0.1,2500.0,1022.595043,4.363375,10
C18730,M,16.065938,154.45,0.545455,0.0,0.0,0.416667,5?ñ,0.0,0.0,4000.0,301.05373,122.199314,12
C18298,,1043.025044,576.0,1.0,48.874389,1.0,1.0,24,0.0,0.083333,1000.0,733.677722,1082.915299,12
C12535,F,1848.248809,307.12,1.0,0.0,0.0,0.083333,2,0.083333,0.0,8500.0,3421.846931,470.192366,12
C16740,,1459.853158,1365.0,1.0,363.867229,1.0,0.090909,3,,0.090909,1800.0,1751.977457,844.975196,11
C15541,,1064.308102,1067.32,1.0,3608.38187,1.0,0.833333,13,0.25,0.083333,6000.0,4770.998795,289.339838,12
C17625,,25.715061,449.32,0.363636,0.0,0.0,0.166667,4,0.166667,0.0,5000.0,1086.379588,131.749774,12
C16975,F,900.292445,0.0,0.909091,1103.829113,6.0,0.0,0,,0.166667,1400.0,190.33293,216.278844,12
C15922,,1184.723988,373.44,0.636364,0.0,0.0,0.083333,??,,0.0,12000.0,6674.591055,384.155979,12?ñ
C17173,,18.527285,274.92,1.0,0.0,0.0,1.0,12,0.0,0.0,1000.0,253.155177,134.848517,12
C13723,M,294.338354,1851.48,1.0,0.0,0.0,1.0,12,,0.0,1400.0,1479.799263,197.087803,12
C18815,,417.444057,0.0,0.666667,708.715173,7.0,0.0,0,0.0,0.333333,1200.0,27.397306,118.174297,6
C14856,,28.588826,151.92,1.0,0.0,0.0,1.0,8,0.0,0.0,1000.0,111.631804,111.312954,8
C15720,F,756.573198,1056.64,1.0,548.067443,4.0,0.5,16,0.5,0.25,1800.0,1597.746211,309.576217,12
C15212,,1017.071792,0.0,0.636364,4310.221199,15.0,0.0,0,,0.25,4500.0,4992.302341,665.402509,12
C15652,,287.565501,472.32,1.0,1785.926136,5000.0,0.333333,7,0.166667,0.416667,1000.0,2022.302019,191.073806,12
C13685,F,5611.762916,4395.2,1.0,1270.995476,4.0,0.75,22,0.416667,0.25,10000.0,2697.38636,1264.58408,12
C16796,F,313.802253,1146.37,1.0,1429.340234,8.0,0.583333,22,0.416667,0.333333,2000.0,2736.9303,156.020535,12
C13154,M,1207.886609,143.0,1.0,1358.395174,2.0,0.166667,2,,0.166667,3000.0,398.257086,235.957305,12
C16460,,1394.926414,0.0,1.0,4091.737498,5.0,0.0,0,0.0,0.25,5000.0,488.155542,299.651665,12
C16382,,1132.661616,175.0,1.0,0.0,0.0,0.583333,7,,0.0,1200.0,254.27684,835.079395,12
C11859,,2377.759245,0.0,1.0,943.90775,6.0,0.0,0?ñ,0.0,0.416667,6500.0,4119.519203,955.260042,12
C11022,,165.700863,1806.97,1.0,0.0,0.0,1.0,28,,0.0,3500.0,1595.482975,163.30874,12
C13826,,3562.624897,244.5,1.0,3815.281397,3.0,0.083333,2?ñ,,0.166667,5500.0,1402.591743,914.737883,12
C10845,M,2717.915641,1500.0,1.0,475.122697,1.0,0.083333,2,,0.083333,4600.0,949.592719,885.376298,12
C16726,,72.351933,245.84,1.0,0.0,0.0,0.833333,10,0.0,0.0,1200.0,187.34317,172.747168,12
C17419,M,916.487817,633.71,1.0,0.0,0.0,1.0,20,,0.0,4000.0,255.469805,234.095576?ñ,12
C15064,M,-1192.594159,1324.82,1.0,914.684674,4.0,0.666667,17,,0.333333,6000.0,610.477936,361.259813,12
C16947,,988.749349,0.0,1.0,6085.7392,17.0,0.0,0,,0.5,5000.0,4937.146727,223.182313,6
C16824,,1635.964498,0.0,1.0,158.919459,6.0,0.0,0,,0.333333,1700.0,464.891311,488.488878,12
C16052,M,20.447524,306.99,0.727273,0.0,0.0,0.5,9,,,3000.0,336.09467,176.826409,12
C14887,,207.209597,13.66,1.0,0.0,0.0,0.090909,1,0.0,0.0,7000.0,1703.339459,208.367436,11
C17683,,1060.039731,340.0,1.0,0.0,0.0,0.5,7,,0.0,2500.0,261.761454,243.685673,12
C18822,,130.041299,581.28,1.0,342.397949,1.0,1.0,8,,0.125,1000.0,498.524607,110.630755,8
C17048,M,-32.381593,445.7,0.818182,0.0,0.0,0.833333,10,,0.0,2500.0,563.718775,170.968893,12
C18983,,983.520793,554.1,0.888889,758.43644,5.0,0.333333,5,0.333333,0.333333,1200.0,376.440358,264.464403,9
C14732,F,24.382156,366.6,1.0,0.0,0.0,1.0,12,0.0,0.0,2000.0,335.625679,164.248719,12
C19077,,112.037368,1006.69,1.0,0.0,0.0,1.0,11,,0.0,1000.0,1000.036596,123.408318,9
C12071,,3168.902659,0.0,0.857143,3854.441191,6.0,0.0,0,,0.285714,4200.0,390.289118,935.43069,7
C12291,M,-391.385478,0.0,1.0,0.0,0.0,0.333333,0,0.0,0.0,4000.0,192.787345,227.924469,12
C14187,,882.423211,288.75,1.0,0.0,0.0,0.166667,3,0.083333,0.0,1000.0,450.107573,400.171096,12
C17309,,1664.334555,862.95,1.0,0.0,0.0,0.333333,5,,0.0,1900.0,987.668179,892.915026,12
C15204,,1340.671346,0.0,1.0,244.036318,3.0,0.0,0,0.0,0.25,1500.0,514.124193,519.856738,12
C18862,F,79.03891,750.0,0.363636,0.0,0.0,0.25,3,,0.0,1300.0,2445.816802,177.31285,12
C18433,F,57.116811,27.79,0.454545,381.171145,1.0,0.083333,1,,0.083333,4500.0,1215.965938,99.950697,??
C17326,,3740.785208,0.0,1.0,3010.940233,5.0,0.0,0,,0.333333,10000.0,6038.594309,1355.822971,12
C17307,M,44.63179,582.6,0.909091,0.0,0.0,1.0,12,,,3000.0,854.15178,149.201617,12
C14057,M,138.596394,1333.9,1.0,0.0,0.0,0.75,14,,0.0,7500.0,1000.797013,142.442556,12
C12899,,185.725079,456.05,0.818182,0.0,0.0,416.66700000000003,8,0.0,0.0,3000.0,446.660021,160.229568,12
C15033,F,17.092052,1160.0,0.454545,0.0,0.0,1.0,29,0.0,0.0,7000.0,1587.607855,78.175369,12
C11149,,256.433357,206.35,1.0,0.0,0.0,0.75,9,0.0,0.0,1000.0,689.933057,1879.817257,12
C14428,M,34.017341,494.6,0.272727,0.0,,0.083333,1,0.083333,0.0,4000.0,456.293143,19.131945,12
C18483,F,31.072032,234.58,1.0,0.0,0.0,1.0,24,,0.0,2000.0,224.626205,155.920337,12
C10151,,3057.400553,1025.0,1.0,0.0,0.0,0.083333,2,0.083333,0.0,7500.0,698.854095,819.682666,12
C18632,,1157.568538,329.0,1.0,0.0,0.0,0.666667,9,0.083333,0.0,2500.0,603.250222,567.942336,12
C12665,F,1872.934017,382.5,1000.0,0.0,0.0,0.416667,7000,,0.0,1950.0,463.938794,1005.849526,12
C18105,,1334.012141,0.0,1.0,152.353179,1.0,0.0,0,,0.083333,1500.0,312.029134,275.729456,12
C18689,M,64.343051,281.05,0.666667,0.0,0.0,0.666667,5,,0.0,1500.0,82.611456,84.360572,6
C10533,,32.042424,400.41,0.909091,0.0,0.0,0.833333,11,0.0,0.0,4500.0,353.570259,132.13182,12
C11485,F,67.32184,685.15,1.0,0.0,0.0,1.0,20,,0.0,9000.0,526.120039,169.900038,12
C11761,,2431.193194,0.0,1.0,195.932353,1.0,0.0,0,,0.083333,4000.0,976.859575,685.995885,12
C10726,,1167.045536,294.13,1.0,??,0.0,0.916667,12,,0.0,1500.0,686.376349,266.50397,12
C15520,,4375.764064,1016.41,1.0,252.583938,1.0,0.916667,12,0.0,0.083333,10000.0,1133.806322,1165.41843,12
C17077,,93.977513,389.44,0.909091,0.0,0.0,0.727273,8,0.0,0.0,2500.0,455.962105,114.634795,11
C18753,M,150.269903,853.44,1.0,0.0,0.0,1.0,12,0.0,0.0,3000.0,869.413166,173.649797,12
C14690,,440.676765,0.0,0.666667,1125.542162,6.0,0.0,0,,0.666667,1200.0,171.743821,113.220269,6
C15747,M,2638.45383,0.0,1.0,262.082802,2.0,0.0,0,0.0,0.166667,2900.0,642.830286,599.508236,12
C15808,,31.299159,185.13,0.5,0.0,0.0,0.5,3,,0.0,3000.0,289.706891,85.464647,6
C13370,,13.141343,850.44,0.545455,0.0,,1.0,22,,0.0,1000.0,766.489028,28.116598,12
C12194,,478.834962,1060.99,1.0,0.0,0.0,0.166667,??,,0.0,1300.0,1162.790308,208.55975,12
C16427,,-492.040223,17.0,1000.0,171.814665,4.0,0.083333,1,0.083333,0.333333,600.0,243.905711,291.892373,12
C17442,F,1174.352352,0.0,1.0,166.250847,1.0,0.0,0,,0.083333,2500.0,253.408681,284.240461,12
C16001,,2886.330537,0.0,1.0,275.617952,6.0,0.0,0,,0.416667,3000.0,3628.742239,1039.604463,12
C14049,,44.635372,640.0,0.727273,0.0,0.0,0.909091,10,,0.0,6000.0,596.47654,76.801019,11
C14582,F,1714.896284,2000.0,1.0,0.0,0.0,0.111111,1,0.111111,0.0,2000.0,448.300443,348.836471,9
C15405,F,15.577506,143.76,1.0,0.0,0.0,1.0,12,0.0,0.0,1000.0,124.753548,146.043815,12
C11369,,57.862875,579.0,0.272727,0.0,0.0,0.25,6,,0.0,5000.0,2124.54787,129.84145,12
C14578,F,5402.993017,0.01,1.0,5942.11917,5.0,0.083333,1,0.083333,0.166667,12000.0,1071.665067,1998.26387,12
C18282,,933.928303,0.0,1.0,570.718948,19.0,0.0,0,,0.583333,2000.0,499.243053,358.446917,12
C10861,F,4115.739163,0.0,1.0,540.251858,3.0,0.0,0,,0.25,8500.0,1006.261579,1313.531481,12
C14226,F,1634.559235,1062.94,1.0,0.0,0.0,0.583333,15,,0.0,1800.0,584.660133,1332.692469,12
C16704,M,2724.685011,0.0,1.0,724.694411,5.0,0.0,0,,0.25,3000.0,1351.895242,997.918515,12
C15545,F,90.953335,921.02,0.888889,0.0,0.0,0.888889,9,0.111111,0.0,2500.0,782.67882,109.17084,??
C12612,,533.163378,0.0,0.909091,930.378581,2.0,0.0,0,,0.166667,1800.0,1753.60425,206.790234,12
C10920,,337.317432,4193.91,1.0,0.0,0.0,1.0,27,,0.0,3000.0,3690.904874,210.035264,12
C17846,,349.788099,400.6,1.0,0.0,0.0,0.416667,6,,0.0,450.0,308.109946,170.326506,12
C15306,M,-1071.748626,0.0,1.0,567.817662,2.0,0.0,0,0.0,0.166667,3500.0,513.503781,436.115043,12
C10618,F,2739.836747,0.0,0.909091,2970.288928,5.0,0.0,0?ñ,0.0,0.363636,3000.0,3418.06811,1384.882852,11
C14776,F,398.726283,393.49,1.0,787.215403,8.0,0.166667,12,0.166667,0.25,600.0,795.860389,213.548011,12
C17511,,13.440318,0.0,1.0,138.410148,1.0,0.0,0,,0.125,1500.0,150.90008,18.958252,8
C14180,F,1325.445684,0.0,0.818182,1895.470431,1.0,0.0,0,,0.083333,4500.0,187.108587,566.078539,12
C10476,M,1715.459275,96.75,1.0,19.141227,1.0,0.333333,7,,0.083333,1800.0,452.225512,411.612521,12
C16933,M,-156.72326,1776.76,1.0,0.0,0.0,1.0,22,0.0,0.0,9600.0,1339.303085,185.281009,12
C12486,,2689.040221,0.0,1.0,2928.671045,2.0,0.0,0,0.0,0.083333,9000.0,854.431761,681.959088,12
C16186,F,1070.59508,0.0,1.0,54.379041,3.0,0.0,0,0.0,0.25,1200.0,1513.629514,502.813712,12
C11528,,3181.996689,2046.06,0.909091,565.897178,2.0,1.0,27,,0.083333,10400.0,9801.637331,1254.849545?ñ,12
C13713,,93.672733,674.3,1.0,0.0,0.0,1.0,26,,0.0,5400.0,812.396962,194.901529,12
C11475,M,1337.162883,4544.48,1.0,0.0,0.0,0.75,25,,0.0,7500.0,3394.95009,380.300298,12
C18059,,130.890211,131.26,0.363636,0.0,0.0,0.333333,4,,0.0,3000.0,763.568532,67.294065,12
C14553,,1215.047947,0.0,1.0,204.182088,2.0,0.0,0,0.0,0.166667,1500.0,315.553886,315.206825,12
C12077,,1899.219514,0.0,1000.0,3618.304773,4.0,0.0,0,0.0,0.25,8000.0,7823.096006,452.041254,12
C17921,F,376.997522,0.0,1.0,928.598154,3.0,0.0,0,0.0,0.166667,1000.0,1008.342761,269.826013,12
C12619,M,40.627614,528.08,1.0,0.0,0.0,1.0,16,,0.0,2000.0,384.322913,174.894699,12
C15073,F,-2342.724406,0.0,0.909091,4697.170219,7.0,0.0,0,0.0,0.333333,8000.0,6049.990217,517.090852,12
C18391,F,2006.452959,219.97,1.0,308.933151,2.0,0.75,9,,0.166667,2000.0,529.967984,823.90416,12
C19085,M,1191.014802,590.8,1.0,1040.908414,3.0,0.142857,3,,0.142857,3000.0,476.484106,165.145689,7
C14035,M,342.358505,633.66,0.818182,367.516136,1.0,0.5,6,0.083333,0.083333,4500.0,1625.059543,155.289203,12
C12113,,1294.25883,0.0,1.0,92.841595,1.0,0.0,0,0.0,0.083333,1500.0,308.886492,468.194223,12
C11095,,1005.332554,0.0,1.0,19.503826,1.0,0.0,0,0.0,0.083333,1200.0,347.446739,425.777184,
C15834,,152.255187,894.28,0.833333,0.0,0.0,500.0,5,0.5,0.0,4000.0,304.061592,84.043137,6
C17674,F,383.370294,326.74,1.0,0.0,0.0,0.25,3,,0.0,600.0,525.776492,199.590057,12
C16798,,1100.505764,220.0,1.0,0.0,0.0,0.166667,2,0.166667,0.0,1200.0,344.856423,623.734943,12
C13191,,103.611789,960.24,1.0,0.0,0.0,1.0,13000,,0.0,2700.0,938.788924,150.326767,11
C15767,F,1371.015868,180.0,1.0,0.0,0.0,0.166667,2,0.166667,0.0,3000.0,534.055194,866.123831,12
C11086,F,554.289791,90.0,1.0,0.0,0.0,0.083333,1,,0.0,7000.0,414.117463,189.979169,12
C18620,F,4743.748932,399.0,1.0,1112.247446,3.0,0.666667,??,,0.166667,5000.0,1259.057672,1481.732235,12
C13137,,970.120944,120.0,1.0,394.626936,8.0,0.083333,1,,,1500.0,1646.068152,299.386794,12
C16363,,1043.114756,599.92,1.0,0.0,0.0,1.0,23,,0.0,5000.0,687.999005,255.719951,12
C18532,F,1304.669711,938.95,1000.0,718.244077,3.0,0.875,19,0.75,0.25,6000.0,397.559825,221.76596,8
C14807,,199.462047,1296.2,1.0,0.0,0.0,0.25,14,,0.0,1800.0,18.125527,110.486344,12
C13919,M,923.117542,224.4,0.909091,1845.4779,8.0,83.333,3,0.083333,0.333333,1700.0,2232.42607,467.573132,12
C15787,,907.371097,55.65,1.0,0.0,0.0,0.166667,3,,0.0,1000.0,416.818116,603.735158,12
C17602,,531.075085,485.73,0.818182,474.10077,1.0,0.25,3,0.083333,0.083333,2500.0,1657.453579,146.965562,12
C11787,,304.945628,2788.81,1.0,266.383091,6.0,0.727273,22,,0.090909,4000.0,2803.353036,130.626533?ñ,11
C19023,F,4.358863,70.0,0.181818,0.0,0.0,0.090909,1,0.090909,0.0,500.0,363.248976,75.029727,11?ñ
C14450,,473.599403,524.7,1.0,1168.556598,1.0,1.0,15000,0.25,0.083333,1200.0,1772.643444,144.171824,12
C15646,M,765.966137,1488.82,1.0,0.0,0.0,0.833333,24,,0.0,4000.0,1111.593127,181.840836,12
C15304,M,90.017392,1247.39,0.909091,0.0,0.0,0.909091,25,,0.0,5000.0,762.863333,115.044143,11
C14332,,391.508345,80.99,0.888889,2867.104779,3.0,0.111111,1,0.111111,0.333333,1500.0,3855.328673,149.615036,9
C13718,M,3789.302616,49.98,1.0,0.0,0.0,0.166667,3,,0.0,8500.0,1046.938327,1131.579706,12
C14013,M,1509.525178,0.0,1.0,1784.023712,5.0,0.0,0,,0.25,3500.0,513.387513,518.481808,12
C14895,M,38.795708,229.48,0.636364,0.0,0.0,0.25,3,,0.0,3050.0,392.882251,132.864883,12
C14940,M,34.706824,242.9,181.818,0.0,0.0,0.083333,2,0.083333,0.0,1500.0,85.290895,174.958496,12
C17743,,1592.102979,45.65,1.0,1465.069357,1.0,0.083333,1,,0.083333,5000.0,529.542832,424.939464,12
C14260,,2955.777008,0.0,1.0,3604.51247,12.0,0.0,0,0.0,0.7,11000.0,4398.578094,641.31761,10
C17737,,377.56851,542.51,1.0,0.0,0.0,0.5,9,,0.0,1000.0,567.687367,175.936604,12
C18691,,919.563867,3000.0,1.0,823.979128,1.0,0.166667,2,0.0,0.083333,2000.0,4426.498341,1451.756339,12
C16861,,1690.244293,0.0,1.0,272.677146,1.0,0.0,0,,0.083333,3000.0,547.687792,439.251584,12
C11952,,1117.461472,0.0,1.0,1377.191285,11.0,0.0,0,0.0,0.714286,1500.0,171.694194,149.40891,7
C13504,,215.993595,835.71,1.0,0.0,0.0,1.0,28,0.0,0.0,5500.0,794.991453,178.248506,12
C17572,M,20.920544,392.96,0.727273,0.0,0.0,0.666667,8,,0.0,4000.0,324.004832,108.557891,12
C10525,M,839.897907,1869.88,1.0,0.0,0.0,1.0,30,,0.0,4000.0,999.235386,280.393252,11
C14074,F,1957.712033,276.76,1.0,0.0,0.0,333.33299999999997,4,0.0,0.0,3000.0,566.106669,403.51514,12
C16764,F,18.287569,777.0,1000.0,0.0,0.0,1.0,24,0.0,0.0,1200.0,706.055693,69.448419,12
C16829,,1695.994646,478.99,1.0,855.646549,3.0,0.583333,8,,0.25,2000.0,2546.457101,758.281597,12
C16026,,204.61438,1410.6,0.818182,0.0,0.0,0.583333,8,0.416667,0.0,4000.0,1933.515816,150.08129,12
C11692,,314.507915,3492.21,0.727273,0.0,0.0,0.583333,13,0.583333,0.0,8500.0,4089.583027,152.410485,12
C14993,,31.161679,300.0,0.545455,0.0,0.0,0.5,6,,0.0,11500.0,619.179957,162.175915,12
C14647,,49.911409,178.4,1000.0,0.0,0.0,1.0,12,0.0,0.0,2500.0,130.650758,166.81518,12
C14343,,226.78538,210.64,1.0,0.0,0.0,0.083333,1,,0.0,3500.0,295.155445,176.886468,12
C14862,M,27.40855,290.6,1.0,0.0,0.0,1.0,12,,0.0,2000.0,315.279531,170.973738,12
C17698,F,1109.876538,0.0,1.0,645.643747,7.0,0.0,0,0.0,0.25,1200.0,476.97564,305.129524,12
C10141,M,1562.633343,1330.62,1.0,0.0,,0.5,8,0.166667,0.0,2000.0,1020.783647,709.610053,12
C13186,F,2311.164692,318.85,1.0,3541.752608,4.0,0.75,9,,0.333333,5000.0,526.713137,735.303992,
C13974,,93.104842,160.0,1.0,0.0,0.0,0.083333,1000,0.083333,0.0,5200.0,633.184791,491.717092,12
C13777,M,78.402006,233.34,1.0,0.0,0.0,0.833333,10,,0.0,3100.0,278.825852,202.802547,12
C18869,F,4.107485,52.5,0.181818,0.0,0.0,0.166667,2,0.0,0.0,500.0,82.529481,163.602544,12
C16681,,504.248851,472.09,1.0,0.0,0.0,0.916667,11,,0.0,1000.0,209.360972,282.381583,12
C17533,M,-4071.993764,0.0,1.0,1541.393819,,0.0,0,,0.25,5000.0,1528.928247,1157.358718,12
C14489,,1107.099917,473.64,1.0,956.509038,1.0,1000.0,12,,0.083333,1200.0,501.511019,556.905288,12
C11056,,380.384776,1188.0,0.545455,0.0,0.0,0.083333,2,0.083333,0.0,9000.0,2461.320337,158.339807,12
C13626,M,2077.343786,479.94,1.0,344.256221,4.0,0.75,13,0.25,0.166667,2500.0,619.598735,576.194268,12
C15431,M,2172.893325,416.74,0.909091,0.0,0.0,0.416667,5,,0.0,3000.0,3905.486286,1080.480612,12
C13781,M,6468.426706,277.7,1.0,4440.766432,6.0,0.666667,8,0.666667,0.333333,10000.0,1544.782363,1970.75409,12
C14622,M,72.425884,655.68,1.0,0.0,0.0,1.0,0,0.0,0.0,1000.0,718.537117,162.732686,12
C18757,F,7.054474,427.98,0.818182,0.0,0.0,1.0,18,0.0,0.0,1500.0,402.34297,17.773542,12
C15648,M,91.655431,1110.01,0.363636,0.0,0.0,0.166667,2,0.166667,0.0,6000.0,3304.443043,84.471116,12
C10930,,53.339006,315.48,1.0,0.0,0.0,1.0,12,0.0,0.0,1000.0,193.699669,162.729509,12
C12848,,468.138723,0.0,0.545455,1478.624512,1.0,0.0,0,0.0,0.083333,1500.0,3198.435463,260.253382,??
C14459,,2701.880978,0.0,1.0,576.920984,4.0,0.0,0,0.0,0.166667,10000.0,654.1843,686.833751,
C10990,,243.010712,0.0,0.363636,1222.166225,3.0,0.0,0,0.0,0.166667,12000.0,196.932031,58.778054,12
C10715,,2119.537904,342.07,1.0,0.0,0.0,0.583333,11,0.5,0.0,3000.0,3505.371815,894.910352,12
C18407,,1829.837678,0.0,1.0,853.585813,6.0,0.0,0,0.0,0.363636,2000.0,383.433012,387.526832,11
C18772,,482.407545,0.0,0.636364,1071.188192,3.0,0.0,0,,0.166667,1400.0,702.068789,162.556469,12
C14953,F,957.980588,424.76,1.0,0.0,0.0,333.33299999999997,4,,0.0,5000.0,504.56116,337.959338,12
C10904,,716.017731,0.0,1.0,3943.873219,4.0,0.0,0,,0.166667,12000.0,232.136896,267.035943,12
C10036,,1656.350781,0.0,1.0,99.264367,1.0,0.0,0,,0.083333,1800.0,351.500199,634.569311,12
C14378,M,589.682566,6398.73,0.909091,271.370767?ñ,1.0,0.583333,18,,0.083333,10500.0,7443.80581,183.239025,12
C10055,,464.674156,1979.22,0.888889,1981.265503,1.0,0.666667,11,,0.111111,3000.0,3110.052742,132.446091,9
C12043,,2675.418129,55.0,1.0,315.402389,3.0,0.083333,1,0.083333,0.25,3000.0,579.527874,1323.695647,12
C11806,,306.90901,2768.93,1.0,0.0,0.0,1.0,23,0.25,0.0,10500.0,2605.175646,174.261548,12
C13521,,669.973636,0.0,0.545455,1479.440572,3.0,0.0,0,,0.166667,3000.0,1616.215963,121.550312,12
C18033,M,84.442485,1515.73,1.0,0.0,0.0,0.916667,17,,0.0,2000.0,1421.806435,138.105996,12
C12677,,19.897641,375.23,0.727273,0.0,0.0,0.916667,11,,0.0,6000.0,390.112154,90.478454,12
C19059,F,444.183285,0.0,0.888889,943.300678,6.0,0.0,0,,0.444444,2500.0,251.513626,179.715573,9
C12179,,699.586726,796.11,1.0,0.0,0.0,0.083333,1,0.083333,0.0,6000.0,807.665219,1559.810579,12
C12132,F,1414.878106,98.08,1.0,0.0,0.0,0.166667,3000,,0.0,1500.0,523.235492,535.880979,12
C18833,M,414.631529,0.0,1.0,739.862664,13.0,0.0,0,0.0,0.583333,500.0,799.824822,354.747453,12
C10143,F,706.132889,897.86,1.0,586.268966,3.0,0.916667,18,0.333333,0.25,1200.0,972.358048,184.524376,12
C11309,M,12.00682,126.0,1.0,0.0,0.0,1.0,12,,0.0,3000.0,171.837196,105.323736,12
C14523,,1961.246269,0.0,1.0,233.246267,4.0,0.0,0,,0.4,2000.0,422.017882,415.210454,10
C18142,,0.533581,109.62,0.545455,0.0,0.0,0.5,6,0.0,0.0,4000.0,177.666351,0.037744,12
C11980,,1941.539209,1366.74,1.0,0.0,0.0,1.0,20,,0.0,6300.0,495.133413,500.750411,12
C17713,,1736.930299,616.0,1.0,0.0,0.0,0.916667,11,,0.0,1900.0,803.881382,644.158808,12
C17128,M,239.946118,0.0,1.0,719.007929,2.0,0.0,0,,0.166667,6000.0,1015.947851,133.595868,12
C11639,M,82.803156,756.68,1.0,0.0,0.0,1.0,14,1.0,0.0,4000.0,699.109729,177.91561,12
C15544,,2722.600219,0.0,1.0,234.473649,2.0,0.0,0,0.0,0.083333,3000.0,638.102089,653.783205,12
C14216,,4433.582508,0.0,1.0,1434.153185,,0.0,0,0.0,0.416667,5500.0,6801.553821,1209.064809,12
C13658,F,663.415354,608.18,1.0,929.641923,9.0,0.333333,6,,0.25,2700.0,614.998015,237.022164,12
C16729,M,676.627063,330.83,1.0,4474.025579,11.0,0.25,4,,0.5,6000.0,2180.100761,229.289946?ñ,-12
C15594,,30.072702,461.99,0.454545,0.0,0.0,0.333333,4,,0.0,6000.0,945.998757,104.810436,12
C12264,F,203.024867,542.94,0.818182,0.0,0.0,0.416667,8,0.0,0.0,4000.0,955.283993,163.678855,12
C11236,M,42.585012,534.26,1.0,2395.944665,3.0,0.333333,6,0.25,0.083333,7000.0,3391.718043,65.67327,12
